src_host,dst_host,avg_rtt_ms,packet_loss_pct
h1,h13,103.945,0
h1,h14,115.320,0
h1,h15,113.537,0
h1,h16,109.918,0
h1,h17,110.106,0
h1,h18,123.528,0
h1,h19,118.096,0
h1,h20,113.054,0
h1,h21,105.081,0
h1,h22,113.355,0
h1,h23,101.560,0
h1,h24,112.482,0
h1,h25,102.594,0
h1,h26,120.822,0
h1,h27,110.451,0
h1,h28,102.035,0
h1,h29,109.719,0
h1,h30,N/A,100
h1,h31,107.738,0
h1,h32,173.495,0
h1,h33,N/A,100
h1,h34,N/A,100
h1,h35,N/A,100
h1,h36,101.732,0
h1,h37,N/A,100
h1,h38,N/A,100
h1,h39,110.011,0
h1,h2,101.603,0
h1,h3,105.865,0
h1,h4,107.482,0
h1,h5,104.528,0
h1,h6,109.561,0
h1,h7,N/A,100
h1,h8,98.104,0
h1,h9,98.244,0
h1,h10,101.395,0
h1,h11,N/A,100
h1,h12,108.941,0
h1,h13,104.603,0
h1,h14,100.497,0
h1,h15,105.075,0
h1,h16,97.796,0
h1,h17,107.751,0
h1,h18,97.067,0
h1,h19,98.854,0
h1,h20,94.059,0
h1,h21,102.711,0
h1,h22,104.667,0
h1,h23,108.619,0
h1,h24,103.858,0
h1,h25,99.834,0
h1,h26,98.486,0
h1,h27,101.669,0
h1,h28,95.447,0
h1,h29,93.898,0
h1,h30,N/A,100
h1,h31,98.536,0
h1,h32,153.127,0
h1,h33,N/A,100
h1,h34,N/A,100
h1,h35,N/A,100
h1,h36,107.274,0
h1,h37,N/A,100
h1,h38,N/A,100
h1,h39,92.410,0
h1,h2,106.242,0
h1,h3,104.356,0
h1,h4,103.291,0
h1,h5,115.275,0
h1,h6,107.125,0
h1,h7,N/A,100
h1,h8,110.146,0
h1,h9,101.259,0
h1,h10,117.667,0
h1,h11,N/A,100
h1,h12,110.363,0
h1,h13,109.355,0
h1,h14,115.681,0
h1,h15,98.723,0
h1,h16,114.931,0
h1,h17,117.362,0
h1,h18,109.310,0
h1,h19,123.414,0
h1,h20,182.800,0
h1,h21,119.919,0
h1,h22,114.400,0
h1,h23,130.183,0
h1,h24,92.670,0
h1,h25,117.964,0
h1,h26,110.996,0
h1,h27,111.955,0
h1,h28,96.002,0
h1,h29,107.556,0
h1,h30,N/A,100
h1,h31,96.628,0
h1,h32,147.330,0
h1,h33,N/A,100
h1,h34,N/A,100
h1,h35,N/A,100
h1,h36,103.250,0
h1,h37,N/A,100
h1,h38,N/A,100
h1,h39,92.501,0
h1,h2,104.430,0
h1,h3,94.784,0
h1,h4,97.248,0
h1,h5,91.067,0
h1,h6,99.192,0
h1,h7,155.400,0
h1,h8,106.253,0
h1,h9,95.703,0
h1,h10,102.665,0
h1,h11,N/A,100
h1,h12,114.201,0
h1,h13,107.195,0
h1,h14,103.309,0
h1,h15,98.724,0
h1,h16,101.644,0
h1,h17,96.940,0
h1,h18,100.297,0
h1,h19,99.690,0
h1,h20,98.389,0
h1,h21,101.448,0
h1,h22,111.784,0
h1,h23,96.249,0
h1,h24,102.735,0
h1,h25,99.821,0
h1,h26,98.955,0
h1,h27,100.911,0
h1,h28,100.878,0
h1,h29,103.423,0
h1,h30,N/A,100
h1,h31,106.413,0
h1,h32,229.774,0
h1,h33,N/A,100
h1,h34,N/A,100
h1,h35,N/A,100
h1,h36,99.759,0
h1,h37,N/A,100
h1,h38,N/A,100
h1,h39,97.846,0
h1,h2,117.099,0
h1,h3,100.500,0
h1,h4,102.316,0
h1,h5,112.341,0
h1,h6,99.299,0
h1,h7,172.491,0
h1,h8,106.765,0
h1,h9,104.454,0
h1,h10,111.029,0
h1,h11,N/A,100
h1,h12,103.304,0
h1,h13,114.519,0
h1,h14,100.893,0
h1,h15,109.073,0
h1,h16,112.410,0
h1,h17,103.437,0
h1,h18,110.810,0
h1,h19,101.827,0
h1,h20,100.621,0
h1,h21,108.735,0
h1,h22,107.130,0
h1,h23,109.540,0
h1,h24,103.044,0
h1,h25,94.871,0
h1,h26,111.438,0
h1,h27,104.532,0
h1,h28,101.799,0
h1,h29,108.874,0
h1,h30,N/A,100
h1,h31,114.263,0
h1,h32,168.390,0
h1,h33,N/A,100
h1,h34,N/A,100
h1,h35,N/A,100
h1,h36,106.530,0
h1,h37,N/A,100
h1,h38,N/A,100
h1,h39,100.451,0
h1,h2,102.570,0
h1,h3,106.825,0
h1,h4,98.117,0
h1,h5,104.235,0
h1,h6,97.956,0
h1,h7,164.514,0
h1,h8,100.106,0
h1,h9,96.719,0
h1,h10,102.088,0
h1,h11,N/A,100
h1,h12,98.936,0
h1,h13,97.801,0
h1,h14,105.797,0
h1,h15,94.985,0
h1,h16,100.728,0
h1,h17,99.470,0
h1,h18,98.977,0
h1,h19,99.920,0
h1,h20,104.309,0
h1,h21,102.068,0
h1,h22,93.986,0
h1,h23,102.522,0
h1,h24,105.613,0
h1,h25,101.744,0
h1,h26,101.477,0
h1,h27,98.713,0
h1,h28,97.784,0
h1,h29,96.509,0
h1,h30,N/A,100
h1,h31,94.834,0
h1,h32,162.725,0
h1,h33,N/A,100
h1,h34,N/A,100
h1,h35,N/A,100
h1,h36,103.326,0
h1,h37,N/A,100
h1,h38,N/A,100
h1,h39,101.279,0
h1,h2,97.501,0
h1,h3,99.979,0
h1,h4,93.184,0
h1,h5,102.465,0
h1,h6,96.048,0
h1,h7,154.073,0
h1,h8,96.972,0
h1,h9,95.983,0
h1,h10,98.825,0
h1,h11,N/A,100
h1,h12,91.892,0
h1,h13,96.804,0
h1,h14,102.905,0
h1,h15,90.432,0
h1,h16,94.360,0
h1,h17,96.038,0
h1,h18,93.636,0
h1,h19,100.641,0
h1,h20,97.303,0
h1,h21,95.021,0
h1,h22,93.834,0
h1,h23,101.458,0
h1,h24,97.727,0
h1,h25,99.376,0
h1,h26,138.811,0
h1,h27,154.414,0
h1,h28,125.565,0
h1,h29,139.143,0
h1,h30,N/A,100
h1,h31,106.570,0
h1,h32,244.038,0
h1,h33,N/A,100
h1,h34,N/A,100
h1,h35,N/A,100
h1,h36,96.111,0
h1,h37,N/A,100
h1,h38,N/A,100
h1,h39,110.850,0
h1,h2,116.055,0
h1,h3,122.086,0
h1,h4,110.590,0
h1,h5,103.379,0
h1,h6,104.515,0
h1,h7,168.898,0
h1,h8,104.079,0
h1,h9,99.794,0
h1,h10,97.258,0
h1,h11,N/A,100
h1,h12,98.590,0
h1,h13,96.658,0
h1,h14,93.022,0
h1,h15,97.865,0
h1,h16,99.995,0
h1,h17,100.928,0
h1,h18,108.952,0
h1,h19,101.993,0
h1,h20,107.720,0
h1,h21,105.572,0
h1,h22,96.556,0
h1,h23,95.236,0
h1,h24,100.633,0
h1,h25,98.320,0
h1,h26,104.919,0
h1,h27,101.288,0
h1,h28,118.473,0
h1,h29,96.425,0
h1,h30,N/A,100
h1,h31,113.469,0
h1,h32,165.914,0
h1,h33,N/A,100
h1,h34,N/A,100
h1,h35,N/A,100
h1,h36,111.638,0
h1,h37,N/A,100
h1,h38,N/A,100
h1,h39,98.014,0
h1,h2,102.584,0
h1,h3,114.925,0
h1,h4,104.219,0
h1,h5,100.969,0
h1,h6,92.330,0
h1,h7,N/A,100
h1,h8,102.380,0
h1,h9,93.683,0
h1,h10,97.681,0
h1,h11,N/A,100
h1,h12,100.171,0
h1,h13,99.945,0
h1,h14,96.813,0
h1,h15,92.377,0
h1,h16,98.384,0
h1,h17,99.351,0
h1,h18,99.692,0
h1,h19,99.171,0
h1,h20,94.966,0
h1,h21,95.722,0
h1,h22,97.306,0
h1,h23,93.314,0
h1,h24,96.032,0
h1,h25,132.113,0
h1,h26,108.532,0
h1,h27,110.488,0
h1,h28,103.931,0
h1,h29,108.693,0
h1,h30,N/A,100
h1,h31,117.233,0
h1,h32,N/A,100
h1,h33,N/A,100
h1,h34,N/A,100
h1,h35,N/A,100
h1,h36,110.902,0
h1,h37,N/A,100
h1,h38,N/A,100
h1,h39,111.165,0
h1,h2,116.876,0
h1,h3,111.731,0
h1,h4,99.508,0
h1,h5,99.311,0
h1,h6,97.278,0
h1,h7,N/A,100
h1,h8,108.205,0
h1,h9,99.555,0
h1,h10,99.022,0
h1,h11,N/A,100
h1,h12,100.535,0
h1,h13,96.331,0
h1,h14,93.669,0
h1,h15,98.138,0
h1,h16,106.368,0
h1,h17,94.551,0
h1,h18,106.505,0
h1,h19,98.167,0
h1,h20,99.394,0
h1,h21,98.371,0
h1,h22,101.060,0
h1,h23,94.921,0
h1,h24,100.955,0
h1,h25,97.865,0
h1,h26,109.019,0
h1,h27,98.559,0
h1,h28,99.077,0
h1,h29,104.407,0
h1,h30,N/A,100
h1,h31,99.922,0
h1,h32,N/A,100
h1,h33,N/A,100
h1,h34,N/A,100
h1,h35,N/A,100
h1,h36,102.959,0
h1,h37,N/A,100
h1,h38,N/A,100
h1,h39,101.216,0
h1,h2,95.610,0
h1,h3,101.158,0
h1,h4,90.760,0
h1,h5,91.480,0
h1,h6,94.738,0
h1,h7,N/A,100
h1,h8,92.271,0
h1,h9,91.599,0
h1,h10,99.018,0
h1,h11,N/A,100
h1,h12,96.518,0
h1,h13,97.100,0
h1,h14,100.576,0
h1,h15,101.003,0
h1,h16,94.804,0
h1,h17,98.822,0
h1,h18,99.541,0
h1,h19,99.505,0
h1,h20,98.103,0
h1,h21,96.120,0
h1,h22,97.541,0
h1,h23,97.622,0
h1,h24,92.813,0
h1,h25,98.853,0
h1,h26,99.328,0
h1,h27,97.283,0
h1,h28,102.911,0
h1,h29,96.625,0
h1,h30,N/A,100
h1,h31,106.410,0
h1,h32,N/A,100
h1,h33,N/A,100
h1,h34,N/A,100
h1,h35,N/A,100
h1,h36,105.328,0
h1,h37,N/A,100
h1,h38,N/A,100
h1,h39,103.424,0
h1,h2,98.487,0
h1,h3,102.999,0
h1,h4,112.597,0
h1,h5,103.710,0
h1,h6,102.835,0
h1,h7,N/A,100
h1,h8,95.223,0
h1,h9,108.016,0
h1,h10,107.882,0
h1,h11,N/A,100
h1,h12,161.465,0
h1,h13,98.674,0
h1,h14,101.845,0
h1,h15,95.549,0
h1,h16,95.625,0
h1,h17,94.278,0
h1,h18,106.333,0
h1,h19,97.868,0
h1,h20,96.730,0
h1,h21,104.935,0
h1,h22,108.257,0
h1,h23,97.314,0
h1,h24,101.631,0
h1,h25,94.412,0
h1,h26,108.021,0
h1,h27,125.266,0
h1,h28,104.308,0
h1,h29,95.809,0
h1,h30,N/A,100
h1,h31,98.433,0
h1,h32,N/A,100
h1,h33,N/A,100
h1,h34,N/A,100
h1,h35,N/A,100
h1,h36,104.682,0
h1,h37,N/A,100
h1,h38,N/A,100
h1,h39,102.869,0
h1,h2,104.425,0
h1,h3,110.355,0
h1,h4,103.655,0
h1,h5,109.746,0
h1,h6,92.328,0
h1,h7,N/A,100
h1,h8,108.663,0
h1,h9,100.484,0
h1,h10,106.892,0
h1,h11,N/A,100
h1,h12,101.341,0
h1,h13,96.334,0
h1,h14,95.400,0
h1,h15,101.889,0
h1,h16,96.344,0
h1,h17,95.904,0
h1,h18,98.355,0
h1,h19,99.031,0
h1,h20,91.667,0
h1,h21,96.284,0
h1,h22,99.583,0
h1,h23,101.632,0
h1,h24,97.951,0
h1,h25,96.306,0
h1,h26,96.365,0
h1,h27,103.316,0
h1,h28,93.261,0
h1,h29,98.920,0
h1,h30,N/A,100
h1,h31,96.293,0
h1,h32,N/A,100
h1,h33,N/A,100
h1,h34,N/A,100
h1,h35,N/A,100
h1,h36,98.929,0
h1,h37,N/A,100
h1,h38,N/A,100
h1,h39,106.009,0
h1,h2,108.104,0
h1,h3,103.013,0
h1,h4,111.875,0
h1,h5,122.107,0
h1,h6,105.060,0
h1,h7,N/A,100
h1,h8,135.246,0
h1,h9,95.881,0
h1,h10,100.934,0
h1,h11,N/A,100
h1,h12,117.067,0
h1,h13,116.468,0
h1,h14,109.656,0
h1,h15,120.858,0
h1,h16,109.953,0
h1,h17,109.706,0
h1,h18,109.477,0
h1,h19,106.992,0
h1,h20,101.335,0
h1,h21,115.893,0
h1,h22,106.218,0
h1,h23,109.862,0
h1,h24,111.870,0
h1,h25,106.729,0
h1,h26,108.259,0
h1,h27,104.676,0
h1,h28,102.570,0
h1,h29,99.856,0
h1,h30,N/A,100
h1,h31,99.451,0
h1,h32,N/A,100
h1,h33,N/A,100
h1,h34,N/A,100
h1,h35,N/A,100
h1,h36,100.407,0
h1,h37,N/A,100
h1,h38,N/A,100
h1,h39,107.792,0
h1,h2,107.338,0
h1,h3,92.974,0
h1,h4,103.989,0
h1,h5,99.776,0
h1,h6,90.769,0
h1,h7,N/A,100
h1,h8,113.129,0
h1,h9,97.428,0
h1,h10,98.792,0
h1,h11,N/A,100
h1,h12,108.103,0
h1,h13,107.700,0
h1,h14,104.472,0
h1,h15,103.916,0
h1,h16,102.336,0
h1,h17,99.659,0
h1,h18,101.906,0
h1,h19,99.063,0
h1,h20,112.140,0
h1,h21,99.473,0
h1,h22,90.824,0
h1,h23,101.687,0
h1,h24,102.790,0
h1,h25,94.198,0
h1,h26,94.636,0
h1,h27,94.672,0
h1,h28,95.189,0
h1,h29,90.411,0
h1,h30,N/A,100
h1,h31,99.474,0
h1,h32,N/A,100
h1,h33,N/A,100
h1,h34,N/A,100
h1,h35,N/A,100
h1,h36,96.254,0
h1,h37,N/A,100
h1,h38,N/A,100
h1,h39,108.546,0
h1,h2,110.235,0
h1,h3,117.834,0
h1,h4,100.489,0
h1,h5,104.328,0
h1,h6,103.173,0
h1,h7,N/A,100
h1,h8,106.705,0
h1,h9,104.506,0
h1,h10,116.043,0
h1,h11,N/A,100
h1,h12,99.715,0
h1,h13,106.440,0
h1,h14,102.863,0
h1,h15,110.820,0
h1,h16,109.492,0
h1,h17,114.410,0
h1,h18,112.427,0
h1,h19,116.747,0
h1,h20,104.158,0
h1,h21,105.180,0
h1,h22,112.779,0
h1,h23,104.534,0
h1,h24,118.065,0
h1,h25,114.374,0
h1,h26,104.350,0
h1,h27,109.395,0
h1,h28,109.335,0
h1,h29,111.269,0
h1,h30,N/A,100
h1,h31,111.424,0
h1,h32,N/A,100
h1,h33,N/A,100
h1,h34,N/A,100
h1,h35,N/A,100
h1,h36,97.066,0
h1,h37,N/A,100
h1,h38,N/A,100
h1,h39,101.852,0
h1,h2,103.806,0
h1,h3,100.961,0
h1,h4,97.958,0
h1,h5,97.243,0
h1,h6,112.441,0
h1,h7,N/A,100
h1,h8,99.825,0
h1,h9,107.399,0
h1,h10,98.406,0
h1,h11,N/A,100
h1,h12,95.484,0
h1,h13,97.973,0
h1,h14,108.254,0
h1,h15,108.930,0
h1,h16,110.171,0
h1,h17,120.039,0
h1,h18,93.409,0
h1,h19,100.602,0
h1,h20,99.881,0
h1,h21,99.982,0
h1,h22,105.595,0
h1,h23,108.656,0
h1,h24,101.963,0
h1,h25,102.602,0
h1,h26,96.788,0
h1,h27,96.513,0
h1,h28,107.228,0
h1,h29,103.164,0
h1,h30,N/A,100
h1,h31,106.821,0
h1,h32,N/A,100
h1,h33,N/A,100
h1,h34,N/A,100
h1,h35,N/A,100
h1,h36,101.292,0
h1,h37,N/A,100
h1,h38,N/A,100
h1,h39,97.500,0
h1,h2,98.612,0
h1,h3,98.030,0
h1,h4,111.104,0
h1,h5,101.811,0
h1,h6,93.227,0
h1,h7,N/A,100
h1,h8,179.871,0
h1,h9,104.389,0
h1,h10,106.378,0
h1,h11,N/A,100
h1,h12,110.393,0
h1,h13,103.291,0
h1,h14,108.110,0
h1,h15,106.644,0
h1,h16,113.692,0
h1,h17,107.160,0
h1,h18,106.470,0
h1,h19,101.578,0
h1,h20,108.040,0
h1,h21,114.111,0
h1,h22,100.530,0
h1,h23,183.313,0
h1,h24,128.656,0
h1,h25,124.628,0
h1,h26,92.624,0
h1,h27,97.677,0
h1,h28,89.533,0
h1,h29,89.978,0
h1,h30,N/A,100
h1,h31,98.631,0
h1,h32,1893.145,0
h1,h33,N/A,100
h1,h34,N/A,100
h1,h35,N/A,100
h1,h36,93.334,0
h1,h37,N/A,100
h1,h38,N/A,100
h1,h39,97.265,0
h1,h2,91.221,0
h1,h3,104.063,0
h1,h4,100.106,0
h1,h5,94.789,0
h1,h6,98.457,0
h1,h7,N/A,100
h1,h8,105.010,0
h1,h9,100.324,0
h1,h10,103.939,0
h1,h11,N/A,100
h1,h12,98.777,0
h1,h13,96.768,0
h1,h14,104.238,0
h1,h15,104.590,0
h1,h16,104.959,0
h1,h17,102.521,0
h1,h18,103.650,0
h1,h19,102.158,0
h1,h20,105.087,0
h1,h21,114.056,0
h1,h22,105.020,0
h1,h23,103.895,0
h1,h24,98.999,0
h1,h25,106.383,0
h1,h26,95.483,0
h1,h27,101.654,0
h1,h28,96.865,0
h1,h29,106.856,0
h1,h30,N/A,100
h1,h31,98.761,0
h1,h32,201.109,0
h1,h33,N/A,100
h1,h34,N/A,100
h1,h35,N/A,100
h1,h36,94.825,0
h1,h37,N/A,100
h1,h38,N/A,100
h1,h39,99.211,0
h1,h2,94.124,0
h1,h3,106.624,0
h1,h4,115.235,0
h1,h5,104.007,0
h1,h6,116.705,0
h1,h7,N/A,100
h1,h8,127.609,0
h1,h9,115.730,0
h1,h10,108.521,0
h1,h11,N/A,100
h1,h12,119.781,0
h1,h13,112.479,0
h1,h14,106.493,0
h1,h15,103.253,0
h1,h16,124.707,0
h1,h17,132.630,0
h1,h18,110.244,0
h1,h19,104.087,0
h1,h20,105.850,0
h1,h21,94.652,0
h1,h22,109.033,0
h1,h23,116.040,0
h1,h24,99.127,0
h1,h25,103.526,0
h1,h26,120.845,0
h1,h27,101.819,0
h1,h28,104.231,0
h1,h29,100.158,0
h1,h30,N/A,100
h1,h31,106.055,0
h1,h32,163.416,0
h1,h33,N/A,100
h1,h34,N/A,100
h1,h35,N/A,100
h1,h36,112.062,0
h1,h37,N/A,100
h1,h38,N/A,100
h1,h39,104.708,0
h1,h2,100.210,0
h1,h3,97.250,0
h1,h4,99.823,0
h1,h5,105.559,0
h1,h6,99.501,0
h1,h7,N/A,100
h1,h8,100.184,0
h1,h9,104.276,0
h1,h10,102.514,0
h1,h11,N/A,100
h1,h12,109.408,0
h1,h13,106.757,0
h1,h14,94.033,0
h1,h15,101.983,0
h1,h16,101.820,0
h1,h17,101.892,0
h1,h18,96.089,0
h1,h19,100.476,0
h1,h20,96.027,0
h1,h21,107.888,0
h1,h22,103.392,0
h1,h23,97.124,0
h1,h24,99.977,0
h1,h25,92.185,0
h1,h26,97.906,0
h1,h27,99.690,0
h1,h28,100.352,0
h1,h29,103.632,0
h1,h30,N/A,100
h1,h31,101.454,0
h1,h32,149.380,0
h1,h33,N/A,100
h1,h34,N/A,100
h1,h35,N/A,100
h1,h36,108.531,0
h1,h37,N/A,100
h1,h38,N/A,100
h1,h39,101.191,0
h1,h2,90.316,0
h1,h3,102.184,0
h1,h4,90.886,0
h1,h5,97.976,0
h1,h6,97.428,0
h1,h7,160.929,0
h1,h8,101.310,0
h1,h9,99.006,0
h1,h10,103.987,0
h1,h11,N/A,100
h1,h12,99.927,0
h1,h13,89.902,0
h1,h14,99.845,0
h1,h15,100.548,0
h1,h16,97.898,0
h1,h17,98.434,0
h1,h18,100.583,0
h1,h19,141.290,0
h1,h20,162.686,0
h1,h21,119.538,0
h1,h22,108.837,0
h1,h23,102.604,0
h1,h24,108.578,0
h1,h25,101.381,0
h1,h26,123.562,0
h1,h27,103.457,0
h1,h28,117.477,0
h1,h29,105.924,0
h1,h30,N/A,100
h1,h31,117.189,0
h1,h32,N/A,100
h1,h33,N/A,100
h1,h34,N/A,100
h1,h35,N/A,100
h1,h36,99.287,0
h1,h37,N/A,100
h1,h38,N/A,100
h1,h39,122.091,0
h1,h2,114.975,0
h1,h3,101.457,0
h1,h4,110.177,0
h1,h5,114.046,0
h1,h6,104.253,0
h1,h7,165.543,0
h1,h8,110.680,0
h1,h9,108.741,0
h1,h10,96.635,0
h1,h11,N/A,100
h1,h12,122.461,0
h1,h13,96.833,0
h1,h14,97.084,0
h1,h15,100.455,0
h1,h16,93.881,0
h1,h17,99.941,0
h1,h18,90.313,0
h1,h19,103.753,0
h1,h20,90.908,0
h1,h21,101.398,0
h1,h22,115.356,0
h1,h23,97.837,0
h1,h24,104.857,0
h1,h25,105.979,0
h1,h26,100.118,0
h1,h27,107.151,0
h1,h28,94.454,0
h1,h29,91.673,0
h1,h30,N/A,100
h1,h31,99.436,0
h1,h32,N/A,100
h1,h33,N/A,100
h1,h34,N/A,100
h1,h35,N/A,100
h1,h36,96.497,0
h1,h37,N/A,100
h1,h38,N/A,100
h1,h39,105.208,0
h1,h2,105.723,0
h1,h3,100.164,0
h1,h4,114.734,0
h1,h5,105.063,0
h1,h6,100.949,0
h1,h7,157.425,0
h1,h8,107.307,0
h1,h9,97.923,0
h1,h10,97.302,0
h1,h11,N/A,100
h1,h12,103.101,0
h1,h13,100.525,0
h1,h14,93.909,0
h1,h15,99.466,0
h1,h16,96.615,0
h1,h17,99.225,0
h1,h18,96.568,0
h1,h19,101.824,0
h1,h20,95.899,0
h1,h21,96.789,0
h1,h22,97.354,0
h1,h23,98.867,0
h1,h24,104.572,0
h1,h25,98.571,0
h1,h26,100.117,0
h1,h27,100.122,0
h1,h28,101.138,0
h1,h29,93.989,0
h1,h30,N/A,100
h1,h31,105.835,0
h1,h32,N/A,100
h1,h33,N/A,100
h1,h34,N/A,100
h1,h35,N/A,100
h1,h36,114.541,0
h1,h37,N/A,100
h1,h38,N/A,100
h1,h39,99.099,0
h1,h2,105.229,0
h1,h3,102.065,0
h1,h4,92.640,0
h1,h5,93.996,0
h1,h6,118.336,0
h1,h7,169.603,0
h1,h8,103.435,0
h1,h9,103.113,0
h1,h10,102.439,0
h1,h11,N/A,100
h1,h12,124.133,0
h1,h13,111.811,0
h1,h14,116.785,0
h1,h15,101.520,0
h1,h16,101.319,0
h1,h17,102.925,0
h1,h18,115.316,0
h1,h19,111.259,0
h1,h20,97.941,0
h1,h21,102.944,0
h1,h22,99.523,0
h1,h23,101.721,0
h1,h24,98.514,0
h1,h25,100.577,0
h1,h26,103.728,0
h1,h27,102.199,0
h1,h28,100.176,0
h1,h29,91.041,0
h1,h30,N/A,100
h1,h31,107.390,0
h1,h32,N/A,100
h1,h33,N/A,100
h1,h34,N/A,100
h1,h35,N/A,100
h1,h36,99.598,0
h1,h37,N/A,100
h1,h38,N/A,100
h1,h39,114.216,0
h1,h2,99.929,0
h1,h3,101.986,0
h1,h4,100.526,0
h1,h5,103.688,0
h1,h6,103.752,0
h1,h7,163.835,0
h1,h8,107.134,0
h1,h9,100.253,0
h1,h10,101.445,0
h1,h11,N/A,100
h1,h12,115.230,0
h1,h13,100.331,0
h1,h14,95.396,0
h1,h15,99.246,0
h1,h16,102.157,0
h1,h17,95.346,0
h1,h18,105.614,0
h1,h19,93.201,0
h1,h20,117.684,0
h1,h21,97.141,0
h1,h22,102.713,0
h1,h23,105.671,0
h1,h24,106.847,0
h1,h25,102.689,0
h1,h26,99.984,0
h1,h27,93.819,0
h1,h28,102.383,0
h1,h29,99.737,0
h1,h30,N/A,100
h1,h31,93.627,0
h1,h32,N/A,100
h1,h33,N/A,100
h1,h34,N/A,100
h1,h35,N/A,100
h1,h36,93.286,0
h1,h37,N/A,100
h1,h38,N/A,100
h1,h39,127.874,0
h1,h2,94.989,0
h1,h3,109.788,0
h1,h4,111.031,0
h1,h5,111.375,0
h1,h6,105.274,0
h1,h7,N/A,100
h1,h8,115.232,0
h1,h9,114.777,0
h1,h10,108.431,0
h1,h11,N/A,100
h1,h12,101.389,0
h1,h13,98.894,0
h1,h14,120.225,0
h1,h15,116.415,0
h1,h16,109.604,0
h1,h17,116.386,0
h1,h18,108.072,0
h1,h19,108.157,0
h1,h20,119.845,0
h1,h21,107.316,0
h1,h22,100.355,0
h1,h23,94.011,0
h1,h24,111.292,0
h1,h25,91.704,0
h1,h26,106.279,0
h1,h27,102.873,0
h1,h28,99.918,0
h1,h29,101.103,0
h1,h30,N/A,100
h1,h31,100.348,0
h1,h32,N/A,100
h1,h33,N/A,100
h1,h34,N/A,100
h1,h35,N/A,100
h1,h36,105.636,0
h1,h37,N/A,100
h1,h38,N/A,100
h1,h39,104.278,0
h1,h2,98.235,0
h1,h3,101.415,0
h1,h4,99.985,0
h1,h5,98.952,0
h1,h6,98.012,0
h1,h7,N/A,100
h1,h8,101.902,0
h1,h9,96.352,0
h1,h10,97.327,0
h1,h11,N/A,100
h1,h12,95.615,0
h1,h13,97.652,0
h1,h14,93.545,0
h1,h15,100.840,0
h1,h16,94.283,0
h1,h17,93.376,0
h1,h18,110.105,0
h1,h19,96.528,0
h1,h20,92.021,0
h1,h21,94.614,0
h1,h22,98.960,0
h1,h23,93.125,0
h1,h24,94.244,0
h1,h25,90.574,0
h1,h26,94.640,0
h1,h27,159.972,0
h1,h28,151.595,0
h1,h29,124.311,0
h1,h30,N/A,100
h1,h31,95.902,0
h1,h32,N/A,100
h1,h33,N/A,100
h1,h34,N/A,100
h1,h35,N/A,100
h1,h36,108.620,0
h1,h37,N/A,100
h1,h38,N/A,100
h1,h39,102.849,0
h1,h2,112.117,0
h1,h3,124.818,0
h1,h4,104.831,0
h1,h5,123.251,0
h1,h6,116.636,0
h1,h7,N/A,100
h1,h8,110.019,0
h1,h9,105.238,0
h1,h10,97.429,0
h1,h11,N/A,100
h1,h12,102.307,0
h1,h13,105.159,0
h1,h14,99.852,0
h1,h15,108.940,0
h1,h16,97.486,0
h1,h17,103.204,0
h1,h18,97.132,0
h1,h19,102.225,0
h1,h20,97.192,0
h1,h21,103.023,0
h1,h22,106.304,0
h1,h23,106.469,0
h1,h24,98.028,0
h1,h25,104.464,0
h1,h26,107.561,0
h1,h27,103.525,0
h1,h28,100.544,0
h1,h29,106.298,0
h1,h30,N/A,100
h1,h31,109.588,0
h1,h32,N/A,100
h1,h33,N/A,100
h1,h34,N/A,100
h1,h35,N/A,100
h1,h36,100.757,0
h1,h37,N/A,100
h1,h38,N/A,100
h1,h39,101.417,0
h1,h2,125.208,0
h1,h3,100.102,0
h1,h4,100.987,0
h1,h5,95.066,0
h1,h6,106.946,0
h1,h7,N/A,100
h1,h8,100.135,0
h1,h9,104.594,0
h1,h10,99.229,0
h1,h11,N/A,100
h1,h12,99.437,0
h1,h13,96.323,0
h1,h14,100.184,0
h1,h15,106.467,0
h1,h16,105.921,0
h1,h17,105.995,0
h1,h18,100.235,0
h1,h19,101.810,0
h1,h20,94.303,0
h1,h21,108.699,0
h1,h22,94.866,0
h1,h23,93.868,0
h1,h24,103.348,0
h1,h25,94.367,0
h1,h26,100.348,0
h1,h27,91.625,0
h1,h28,92.552,0
h1,h29,94.022,0
h1,h30,N/A,100
h1,h31,92.858,0
h1,h32,N/A,100
h1,h33,N/A,100
h1,h34,N/A,100
h1,h35,N/A,100
h1,h36,122.600,0
h1,h37,N/A,100
h1,h38,N/A,100
h1,h39,103.264,0
h1,h2,97.456,0
h1,h3,105.444,0
h1,h4,116.077,0
h1,h5,113.936,0
h1,h6,109.924,0
h1,h7,N/A,100
h1,h8,112.619,0
h1,h9,108.375,0
h1,h10,98.613,0
h1,h11,N/A,100
h1,h12,97.177,0
h1,h13,116.358,0
h1,h14,107.028,0
h1,h15,106.355,0
h1,h16,112.558,0
h1,h17,106.841,0
h1,h18,111.385,0
h1,h19,119.283,0
h1,h20,115.594,0
h1,h21,99.158,0
h1,h22,115.986,0
h1,h23,115.095,0
h1,h24,113.227,0
h1,h25,108.902,0
h1,h26,93.441,0
h1,h27,111.076,0
h1,h28,116.952,0
h1,h29,109.937,0
h1,h30,N/A,100
h1,h31,110.817,0
h1,h32,124.652,0
h1,h33,N/A,100
h1,h34,N/A,100
h1,h35,N/A,100
h1,h36,116.217,0
